"","Kendall.tau","value","variation","R0","Noise_levels"
"31",-0.216666666666667,0.316666666666667,"AR1","1.1","High_noise"
"32",0.0666666666666667,0.2,"AR1","1.1","High_noise"
"33",0.75,0.0666666666666667,"AR1","1.1","High_noise"
"34",-0.0666666666666667,0.116666666666667,"AR1","1.1","High_noise"
"35",0.566666666666667,0.3,"AR1","1.1","High_noise"
"36",-0.483333333333333,-0.466666666666667,"AR1","1.1","High_noise"
"37",0.433333333333333,0.433333333333333,"AR1","1.1","High_noise"
"38",0.266666666666667,0.25,"AR1","1.1","High_noise"
"39",0.133333333333333,0.233333333333333,"AR1","1.1","High_noise"
"40",-0.666666666666667,0.183333333333333,"AR1","1.1","High_noise"
"41",0.333333333333333,0.716666666666667,"AR1","1.1","High_noise"
"42",-0.633333333333333,-0.55,"AR1","1.1","High_noise"
"43",0.283333333333333,0.3,"AR1","1.1","High_noise"
"44",0.2,-0.15,"AR1","1.1","High_noise"
"45",-0.266666666666667,0.2,"AR1","1.1","High_noise"
"46",-0.15,0.2,"AR1","1.1","High_noise"
"47",0.2,-0.15,"AR1","1.1","High_noise"
"48",0.0333333333333333,-0.516666666666667,"AR1","1.1","High_noise"
"49",0.316666666666667,0.816666666666667,"AR1","1.1","High_noise"
"50",0.2,-0.2,"AR1","1.1","High_noise"
"51",0.166666666666667,0.0333333333333333,"AR1","1.1","High_noise"
"52",0.383333333333333,-0.25,"AR1","1.1","High_noise"
"53",0.7,0.316666666666667,"AR1","1.1","High_noise"
"54",-0.533333333333333,0.35,"AR1","1.1","High_noise"
"55",-0.2,-0.0666666666666667,"AR1","1.1","High_noise"
"56",0.216666666666667,0.266666666666667,"AR1","1.1","High_noise"
"57",-0.216666666666667,0.683333333333333,"AR1","1.1","High_noise"
"58",-0.883333333333333,0.333333333333333,"AR1","1.1","High_noise"
"59",-0.1,0.533333333333333,"AR1","1.1","High_noise"
"60",-0.533333333333333,-0.65,"AR1","1.1","High_noise"
"61",-0.466666666666667,0.0666666666666667,"AR1","1.1","High_noise"
"62",0.216666666666667,0.366666666666667,"AR1","1.1","High_noise"
"63",0.55,-0.116666666666667,"AR1","1.1","High_noise"
"64",-0.4,0.616666666666667,"AR1","1.1","High_noise"
"65",-0.7,-0.0166666666666667,"AR1","1.1","High_noise"
"66",0.333333333333333,-0.166666666666667,"AR1","1.1","High_noise"
"67",-0.366666666666667,0.1,"AR1","1.1","High_noise"
"68",-0.0333333333333333,0.0333333333333333,"AR1","1.1","High_noise"
"69",0.666666666666667,0.5,"AR1","1.1","High_noise"
"70",-0.366666666666667,-0.2,"AR1","1.1","High_noise"
"71",-0.716666666666667,-0.0333333333333333,"AR1","1.1","High_noise"
"72",0.3,0.466666666666667,"AR1","1.1","High_noise"
"73",-0.866666666666667,0.416666666666667,"AR1","1.1","High_noise"
"74",-0.566666666666667,-0.516666666666667,"AR1","1.1","High_noise"
"75",-0.4,-0.3,"AR1","1.1","High_noise"
"76",-0.566666666666667,0.3,"AR1","1.1","High_noise"
"77",-0.316666666666667,-0.233333333333333,"AR1","1.1","High_noise"
"78",-0.65,-0.9,"AR1","1.1","High_noise"
"79",0.233333333333333,-0.133333333333333,"AR1","1.1","High_noise"
"80",0.183333333333333,-0.883333333333333,"AR1","1.1","High_noise"
"81",-0.783333333333333,-0.183333333333333,"AR1","1.1","High_noise"
"82",0.333333333333333,0.266666666666667,"AR1","1.1","High_noise"
"83",0.0833333333333333,-0.0666666666666667,"AR1","1.1","High_noise"
"84",-0.466666666666667,0.516666666666667,"AR1","1.1","High_noise"
"85",0.733333333333333,0.383333333333333,"AR1","1.1","High_noise"
"86",0.25,-0.45,"AR1","1.1","High_noise"
"87",-0.1,0.116666666666667,"AR1","1.1","High_noise"
"88",-0.25,-0.0333333333333333,"AR1","1.1","High_noise"
"89",0.533333333333333,-0.3,"AR1","1.1","High_noise"
"90",0.433333333333333,0.0666666666666667,"AR1","1.1","High_noise"
"91",-0.416666666666667,0.533333333333333,"AR1","1.1","High_noise"
"92",0.183333333333333,0.6,"AR1","1.1","High_noise"
"93",-0.216666666666667,0.4,"AR1","1.1","High_noise"
"94",0.4,0.233333333333333,"AR1","1.1","High_noise"
"95",-0.0833333333333333,-0.5,"AR1","1.1","High_noise"
"96",-0.483333333333333,-0.15,"AR1","1.1","High_noise"
"97",0.116666666666667,-0.266666666666667,"AR1","1.1","High_noise"
"98",-0.433333333333333,0.283333333333333,"AR1","1.1","High_noise"
"99",-0.316666666666667,-0.45,"AR1","1.1","High_noise"
"100",-0.266666666666667,0.516666666666667,"AR1","1.1","High_noise"
"101",-0.0333333333333333,0.383333333333333,"SD","1.1","High_noise"
"102",0.5,-0.05,"SD","1.1","High_noise"
"103",-0.5,0.833333333333333,"SD","1.1","High_noise"
"104",-0.45,-0.65,"SD","1.1","High_noise"
"105",0.666666666666667,0.833333333333333,"SD","1.1","High_noise"
"106",0.166666666666667,0.533333333333333,"SD","1.1","High_noise"
"107",-0.0166666666666667,0.25,"SD","1.1","High_noise"
"108",0.75,0.933333333333333,"SD","1.1","High_noise"
"109",0.383333333333333,0.333333333333333,"SD","1.1","High_noise"
"110",-0.05,0.766666666666667,"SD","1.1","High_noise"
"111",0.6,-0.733333333333333,"SD","1.1","High_noise"
"112",0.866666666666667,-0.516666666666667,"SD","1.1","High_noise"
"113",-0.566666666666667,-0.75,"SD","1.1","High_noise"
"114",-0.583333333333333,-0.7,"SD","1.1","High_noise"
"115",0.0333333333333333,0.316666666666667,"SD","1.1","High_noise"
"116",0.9,0.85,"SD","1.1","High_noise"
"117",-0.2,-0.533333333333333,"SD","1.1","High_noise"
"118",-0.266666666666667,0.0166666666666667,"SD","1.1","High_noise"
"119",-0.833333333333333,0.85,"SD","1.1","High_noise"
"120",0.533333333333333,0.5,"SD","1.1","High_noise"
"121",0.116666666666667,-0.05,"SD","1.1","High_noise"
"122",-0.0666666666666667,-0.15,"SD","1.1","High_noise"
"123",0.666666666666667,-0.0166666666666667,"SD","1.1","High_noise"
"124",0.766666666666667,-0.616666666666667,"SD","1.1","High_noise"
"125",0.3,0,"SD","1.1","High_noise"
"126",0.866666666666667,0.0833333333333333,"SD","1.1","High_noise"
"127",0.766666666666667,0.3,"SD","1.1","High_noise"
"128",0.733333333333333,0.533333333333333,"SD","1.1","High_noise"
"129",-0.716666666666667,0.85,"SD","1.1","High_noise"
"130",-0.383333333333333,-0.533333333333333,"SD","1.1","High_noise"
"131",0.9,0.0333333333333333,"SD","1.1","High_noise"
"132",0.633333333333333,0.8,"SD","1.1","High_noise"
"133",0.716666666666667,0.316666666666667,"SD","1.1","High_noise"
"134",-0.05,0.8,"SD","1.1","High_noise"
"135",0.816666666666667,0.916666666666667,"SD","1.1","High_noise"
"136",0.116666666666667,0.466666666666667,"SD","1.1","High_noise"
"137",-0.45,0.483333333333333,"SD","1.1","High_noise"
"138",-0.266666666666667,0.866666666666667,"SD","1.1","High_noise"
"139",0.0166666666666667,0.8,"SD","1.1","High_noise"
"140",-0.733333333333333,0.916666666666667,"SD","1.1","High_noise"
"141",0.366666666666667,0.716666666666667,"SD","1.1","High_noise"
"142",-0.2,0.416666666666667,"SD","1.1","High_noise"
"143",0.883333333333333,0.266666666666667,"SD","1.1","High_noise"
"144",0.833333333333333,-0.583333333333333,"SD","1.1","High_noise"
"145",0.55,0.75,"SD","1.1","High_noise"
"146",0.716666666666667,0.616666666666667,"SD","1.1","High_noise"
"147",0.766666666666667,-0.783333333333333,"SD","1.1","High_noise"
"148",0.466666666666667,0.566666666666667,"SD","1.1","High_noise"
"149",0.166666666666667,0.916666666666667,"SD","1.1","High_noise"
"150",0.716666666666667,-0.9,"SD","1.1","High_noise"
"151",0.666666666666667,0.816666666666667,"SD","1.1","High_noise"
"152",0.866666666666667,0.9,"SD","1.1","High_noise"
"153",-0.45,-0.65,"SD","1.1","High_noise"
"154",-0.366666666666667,0.466666666666667,"SD","1.1","High_noise"
"155",-0.05,-0.783333333333333,"SD","1.1","High_noise"
"156",0.9,0.95,"SD","1.1","High_noise"
"157",-0.15,0.766666666666667,"SD","1.1","High_noise"
"158",0.383333333333333,-0.7,"SD","1.1","High_noise"
"159",-0.75,-0.6,"SD","1.1","High_noise"
"160",-0.333333333333333,-0.916666666666667,"SD","1.1","High_noise"
"161",0.45,-0.583333333333333,"SD","1.1","High_noise"
"162",-0.216666666666667,0.8,"SD","1.1","High_noise"
"163",0.833333333333333,-0.8,"SD","1.1","High_noise"
"164",0.6,0.7,"SD","1.1","High_noise"
"165",-0.783333333333333,-0.75,"SD","1.1","High_noise"
"166",0.616666666666667,-0.883333333333333,"SD","1.1","High_noise"
"167",-0.733333333333333,0.433333333333333,"SD","1.1","High_noise"
"168",0.533333333333333,0.566666666666667,"SD","1.1","High_noise"
"169",0.816666666666667,0.666666666666667,"SD","1.1","High_noise"
"170",0.666666666666667,-0.7,"SD","1.1","High_noise"
"171",0.866666666666667,0.783333333333333,"SD","1.1","High_noise"
"172",0.566666666666667,0.716666666666667,"SD","1.1","High_noise"
"173",-0.816666666666667,0.35,"SD","1.1","High_noise"
"174",-0.516666666666667,0.45,"SD","1.1","High_noise"
"175",-0.783333333333333,-0.65,"SD","1.1","High_noise"
"176",0.566666666666667,-0.0166666666666667,"SD","1.1","High_noise"
"177",-0.416666666666667,0.683333333333333,"SD","1.1","High_noise"
"178",-0.166666666666667,0.15,"SD","1.1","High_noise"
"179",0.816666666666667,-0.383333333333333,"SD","1.1","High_noise"
"180",0.75,-0.116666666666667,"SD","1.1","High_noise"
"181",-0.416666666666667,0.75,"SD","1.1","High_noise"
"182",-0.816666666666667,0.583333333333333,"SD","1.1","High_noise"
"183",-0.116666666666667,-0.466666666666667,"SD","1.1","High_noise"
"184",0.466666666666667,0.883333333333333,"SD","1.1","High_noise"
"185",0.833333333333333,0.0333333333333333,"SD","1.1","High_noise"
"186",0.1,-0.516666666666667,"SD","1.1","High_noise"
"187",-0.416666666666667,0.533333333333333,"SD","1.1","High_noise"
"188",0.733333333333333,0.716666666666667,"SD","1.1","High_noise"
"189",0.95,0.3,"SD","1.1","High_noise"
"190",-0.616666666666667,0.8,"SD","1.1","High_noise"
"191",-0.0833333333333333,0.866666666666667,"SD","1.1","High_noise"
"192",0,0.783333333333333,"SD","1.1","High_noise"
"193",0.7,0.65,"SD","1.1","High_noise"
"194",-0.566666666666667,-0.7,"SD","1.1","High_noise"
"195",0.3,-0.716666666666667,"SD","1.1","High_noise"
"196",0.283333333333333,0.233333333333333,"SD","1.1","High_noise"
"197",0.983333333333333,-0.466666666666667,"SD","1.1","High_noise"
"198",0.0166666666666667,0.866666666666667,"SD","1.1","High_noise"
"199",0.0333333333333333,0.1,"SD","1.1","High_noise"
"200",-0.283333333333333,-0.25,"SD","1.1","High_noise"
"201",-0.483333333333333,-0.0666666666666667,"AR1+SD","1.1","High_noise"
"202",-0.1,-0.75,"AR1+SD","1.1","High_noise"
"203",-0.283333333333333,0.366666666666667,"AR1+SD","1.1","High_noise"
"204",-0.8,-0.383333333333333,"AR1+SD","1.1","High_noise"
"205",0.666666666666667,0.4,"AR1+SD","1.1","High_noise"
"206",-0.0166666666666667,0.25,"AR1+SD","1.1","High_noise"
"207",-0.333333333333333,0.0333333333333333,"AR1+SD","1.1","High_noise"
"208",0.4,0.35,"AR1+SD","1.1","High_noise"
"209",0.316666666666667,-0.0833333333333333,"AR1+SD","1.1","High_noise"
"210",-0.35,-0.0166666666666667,"AR1+SD","1.1","High_noise"
"211",0.45,-0.433333333333333,"AR1+SD","1.1","High_noise"
"212",0.7,-0.233333333333333,"AR1+SD","1.1","High_noise"
"213",-0.45,-0.816666666666667,"AR1+SD","1.1","High_noise"
"214",-0.2,-0.416666666666667,"AR1+SD","1.1","High_noise"
"215",-0.0333333333333333,0.4,"AR1+SD","1.1","High_noise"
"216",0.416666666666667,-0.05,"AR1+SD","1.1","High_noise"
"217",-0.65,-0.333333333333333,"AR1+SD","1.1","High_noise"
"218",0.233333333333333,0.233333333333333,"AR1+SD","1.1","High_noise"
"219",-0.6,0.316666666666667,"AR1+SD","1.1","High_noise"
"220",0.783333333333333,0.55,"AR1+SD","1.1","High_noise"
"221",0.316666666666667,-0.533333333333333,"AR1+SD","1.1","High_noise"
"222",-0.216666666666667,0.133333333333333,"AR1+SD","1.1","High_noise"
"223",0.4,-0.333333333333333,"AR1+SD","1.1","High_noise"
"224",0.65,-0.583333333333333,"AR1+SD","1.1","High_noise"
"225",0.216666666666667,-0.05,"AR1+SD","1.1","High_noise"
"226",0.666666666666667,-0.1,"AR1+SD","1.1","High_noise"
"227",0.216666666666667,-0.183333333333333,"AR1+SD","1.1","High_noise"
"228",0.75,0.133333333333333,"AR1+SD","1.1","High_noise"
"229",-0.183333333333333,-0.116666666666667,"AR1+SD","1.1","High_noise"
"230",-0.383333333333333,-0.433333333333333,"AR1+SD","1.1","High_noise"
"231",0.4,0.316666666666667,"AR1+SD","1.1","High_noise"
"232",0.35,0.516666666666667,"AR1+SD","1.1","High_noise"
"233",0.733333333333333,0.15,"AR1+SD","1.1","High_noise"
"234",-0.0333333333333333,0.516666666666667,"AR1+SD","1.1","High_noise"
"235",0.683333333333333,0.583333333333333,"AR1+SD","1.1","High_noise"
"236",-0.3,0,"AR1+SD","1.1","High_noise"
"237",0.0166666666666667,0.5,"AR1+SD","1.1","High_noise"
"238",0.0333333333333333,0.75,"AR1+SD","1.1","High_noise"
"239",0.183333333333333,0.483333333333333,"AR1+SD","1.1","High_noise"
"240",-0.783333333333333,0.55,"AR1+SD","1.1","High_noise"
"241",0.4,0.75,"AR1+SD","1.1","High_noise"
"242",-0.433333333333333,0.0166666666666667,"AR1+SD","1.1","High_noise"
"243",0.566666666666667,0.266666666666667,"AR1+SD","1.1","High_noise"
"244",0.45,-0.4,"AR1+SD","1.1","High_noise"
"245",0.0666666666666667,0.516666666666667,"AR1+SD","1.1","High_noise"
"246",0.383333333333333,0.416666666666667,"AR1+SD","1.1","High_noise"
"247",0.6,-0.566666666666667,"AR1+SD","1.1","High_noise"
"248",0.4,-0.0166666666666667,"AR1+SD","1.1","High_noise"
"249",0.233333333333333,0.866666666666667,"AR1+SD","1.1","High_noise"
"250",0.55,-0.6,"AR1+SD","1.1","High_noise"
"251",0.45,0.466666666666667,"AR1+SD","1.1","High_noise"
"252",0.533333333333333,0.333333333333333,"AR1+SD","1.1","High_noise"
"253",0.05,0.116666666666667,"AR1+SD","1.1","High_noise"
"254",-0.466666666666667,0.45,"AR1+SD","1.1","High_noise"
"255",-0.333333333333333,-0.55,"AR1+SD","1.1","High_noise"
"256",0.583333333333333,0.516666666666667,"AR1+SD","1.1","High_noise"
"257",-0.116666666666667,0.75,"AR1+SD","1.1","High_noise"
"258",-0.35,-0.433333333333333,"AR1+SD","1.1","High_noise"
"259",-0.383333333333333,0.05,"AR1+SD","1.1","High_noise"
"260",-0.833333333333333,-0.916666666666667,"AR1+SD","1.1","High_noise"
"261",0.15,-0.433333333333333,"AR1+SD","1.1","High_noise"
"262",-0.0666666666666667,0.65,"AR1+SD","1.1","High_noise"
"263",0.7,-0.566666666666667,"AR1+SD","1.1","High_noise"
"264",0.15,0.7,"AR1+SD","1.1","High_noise"
"265",-0.85,-0.366666666666667,"AR1+SD","1.1","High_noise"
"266",0.633333333333333,-0.716666666666667,"AR1+SD","1.1","High_noise"
"267",-0.833333333333333,0.433333333333333,"AR1+SD","1.1","High_noise"
"268",0.316666666666667,0.3,"AR1+SD","1.1","High_noise"
"269",0.716666666666667,0.766666666666667,"AR1+SD","1.1","High_noise"
"270",0,-0.516666666666667,"AR1+SD","1.1","High_noise"
"271",0,0.283333333333333,"AR1+SD","1.1","High_noise"
"272",0.533333333333333,0.583333333333333,"AR1+SD","1.1","High_noise"
"273",-0.9,0.283333333333333,"AR1+SD","1.1","High_noise"
"274",-0.583333333333333,-0.0166666666666667,"AR1+SD","1.1","High_noise"
"275",-0.65,-0.6,"AR1+SD","1.1","High_noise"
"276",0.2,0.483333333333333,"AR1+SD","1.1","High_noise"
"277",-0.483333333333333,0.15,"AR1+SD","1.1","High_noise"
"278",-0.466666666666667,-0.316666666666667,"AR1+SD","1.1","High_noise"
"279",0.55,-0.3,"AR1+SD","1.1","High_noise"
"280",0.366666666666667,-0.583333333333333,"AR1+SD","1.1","High_noise"
"281",-0.6,0.5,"AR1+SD","1.1","High_noise"
"282",-0.4,0.333333333333333,"AR1+SD","1.1","High_noise"
"283",0.0333333333333333,-0.45,"AR1+SD","1.1","High_noise"
"284",-0.15,0.766666666666667,"AR1+SD","1.1","High_noise"
"285",0.783333333333333,0.0666666666666667,"AR1+SD","1.1","High_noise"
"286",0.05,-0.55,"AR1+SD","1.1","High_noise"
"287",-0.15,0.35,"AR1+SD","1.1","High_noise"
"288",0.283333333333333,0.533333333333333,"AR1+SD","1.1","High_noise"
"289",0.833333333333333,0.133333333333333,"AR1+SD","1.1","High_noise"
"290",-0.166666666666667,0.2,"AR1+SD","1.1","High_noise"
"291",-0.316666666666667,0.683333333333333,"AR1+SD","1.1","High_noise"
"292",0.183333333333333,0.8,"AR1+SD","1.1","High_noise"
"293",0.1,0.533333333333333,"AR1+SD","1.1","High_noise"
"294",-0.283333333333333,-0.4,"AR1+SD","1.1","High_noise"
"295",0.183333333333333,-0.766666666666667,"AR1+SD","1.1","High_noise"
"296",-0.166666666666667,0.216666666666667,"AR1+SD","1.1","High_noise"
"297",0.466666666666667,-0.683333333333333,"AR1+SD","1.1","High_noise"
"298",-0.3,0.6,"AR1+SD","1.1","High_noise"
"299",-0.266666666666667,-0.2,"AR1+SD","1.1","High_noise"
"300",-0.683333333333333,-0.0166666666666667,"AR1+SD","1.1","High_noise"
"301",-0.116666666666667,0.15,"AR1+Tr","1.1","High_noise"
"302",0.15,0,"AR1+Tr","1.1","High_noise"
"303",0.666666666666667,-0.0666666666666667,"AR1+Tr","1.1","High_noise"
"304",0.0166666666666667,0.6,"AR1+Tr","1.1","High_noise"
"305",0.75,0.45,"AR1+Tr","1.1","High_noise"
"306",-0.1,0.183333333333333,"AR1+Tr","1.1","High_noise"
"307",-0.216666666666667,0.516666666666667,"AR1+Tr","1.1","High_noise"
"308",0.283333333333333,0.35,"AR1+Tr","1.1","High_noise"
"309",0.316666666666667,-0.1,"AR1+Tr","1.1","High_noise"
"310",-0.0166666666666667,-0.316666666666667,"AR1+Tr","1.1","High_noise"
"311",0.583333333333333,0.316666666666667,"AR1+Tr","1.1","High_noise"
"312",0.783333333333333,0.25,"AR1+Tr","1.1","High_noise"
"313",0.466666666666667,-0.1,"AR1+Tr","1.1","High_noise"
"314",0.666666666666667,-0.116666666666667,"AR1+Tr","1.1","High_noise"
"315",-0.0166666666666667,0.833333333333333,"AR1+Tr","1.1","High_noise"
"316",0.216666666666667,0.15,"AR1+Tr","1.1","High_noise"
"317",0.0333333333333333,0.283333333333333,"AR1+Tr","1.1","High_noise"
"318",0.4,0.5,"AR1+Tr","1.1","High_noise"
"319",0.45,0.483333333333333,"AR1+Tr","1.1","High_noise"
"320",0.75,0.816666666666667,"AR1+Tr","1.1","High_noise"
"321",0.433333333333333,-0.116666666666667,"AR1+Tr","1.1","High_noise"
"322",0.05,0.35,"AR1+Tr","1.1","High_noise"
"323",0.483333333333333,0.65,"AR1+Tr","1.1","High_noise"
"324",0.766666666666667,0.266666666666667,"AR1+Tr","1.1","High_noise"
"325",0.633333333333333,0.0333333333333333,"AR1+Tr","1.1","High_noise"
"326",0.716666666666667,0.15,"AR1+Tr","1.1","High_noise"
"327",-0.0166666666666667,0.583333333333333,"AR1+Tr","1.1","High_noise"
"328",0.716666666666667,0.6,"AR1+Tr","1.1","High_noise"
"329",0.7,0.116666666666667,"AR1+Tr","1.1","High_noise"
"330",-0.3,0.333333333333333,"AR1+Tr","1.1","High_noise"
"331",0,0.616666666666667,"AR1+Tr","1.1","High_noise"
"332",0.683333333333333,0.666666666666667,"AR1+Tr","1.1","High_noise"
"333",0.6,0.266666666666667,"AR1+Tr","1.1","High_noise"
"334",-0.3,0.433333333333333,"AR1+Tr","1.1","High_noise"
"335",0.566666666666667,0.666666666666667,"AR1+Tr","1.1","High_noise"
"336",0.433333333333333,0.1,"AR1+Tr","1.1","High_noise"
"337",0.416666666666667,0.666666666666667,"AR1+Tr","1.1","High_noise"
"338",0.4,0.866666666666667,"AR1+Tr","1.1","High_noise"
"339",0.333333333333333,0.7,"AR1+Tr","1.1","High_noise"
"340",0.0833333333333333,0.466666666666667,"AR1+Tr","1.1","High_noise"
"341",0.133333333333333,0.8,"AR1+Tr","1.1","High_noise"
"342",0.15,-0.1,"AR1+Tr","1.1","High_noise"
"343",0.55,0.616666666666667,"AR1+Tr","1.1","High_noise"
"344",0.666666666666667,0.716666666666667,"AR1+Tr","1.1","High_noise"
"345",0.216666666666667,0.566666666666667,"AR1+Tr","1.1","High_noise"
"346",-0.166666666666667,0.483333333333333,"AR1+Tr","1.1","High_noise"
"347",0.633333333333333,0.333333333333333,"AR1+Tr","1.1","High_noise"
"348",0.333333333333333,0.0666666666666667,"AR1+Tr","1.1","High_noise"
"349",0.316666666666667,0.783333333333333,"AR1+Tr","1.1","High_noise"
"350",0.583333333333333,0.383333333333333,"AR1+Tr","1.1","High_noise"
"351",0.533333333333333,-0.0666666666666667,"AR1+Tr","1.1","High_noise"
"352",0.733333333333333,0.3,"AR1+Tr","1.1","High_noise"
"353",0.866666666666667,0.133333333333333,"AR1+Tr","1.1","High_noise"
"354",0.0166666666666667,0.65,"AR1+Tr","1.1","High_noise"
"355",0.466666666666667,-0.166666666666667,"AR1+Tr","1.1","High_noise"
"356",0.316666666666667,0.55,"AR1+Tr","1.1","High_noise"
"357",0.383333333333333,0.883333333333333,"AR1+Tr","1.1","High_noise"
"358",-0.25,0.433333333333333,"AR1+Tr","1.1","High_noise"
"359",0.383333333333333,0.6,"AR1+Tr","1.1","High_noise"
"360",-0.1,-0.0333333333333333,"AR1+Tr","1.1","High_noise"
"361",0.416666666666667,0.383333333333333,"AR1+Tr","1.1","High_noise"
"362",-0.116666666666667,0.733333333333333,"AR1+Tr","1.1","High_noise"
"363",0.85,0.516666666666667,"AR1+Tr","1.1","High_noise"
"364",-0.0333333333333333,0.85,"AR1+Tr","1.1","High_noise"
"365",0.183333333333333,0.25,"AR1+Tr","1.1","High_noise"
"366",-0.0166666666666667,-0.233333333333333,"AR1+Tr","1.1","High_noise"
"367",0.283333333333333,0.483333333333333,"AR1+Tr","1.1","High_noise"
"368",0.5,0.233333333333333,"AR1+Tr","1.1","High_noise"
"369",0.716666666666667,0.566666666666667,"AR1+Tr","1.1","High_noise"
"370",0,0.583333333333333,"AR1+Tr","1.1","High_noise"
"371",0.3,0.3,"AR1+Tr","1.1","High_noise"
"372",0.566666666666667,0.65,"AR1+Tr","1.1","High_noise"
"373",0.133333333333333,0.7,"AR1+Tr","1.1","High_noise"
"374",-0.666666666666667,0.116666666666667,"AR1+Tr","1.1","High_noise"
"375",-0.433333333333333,-0.333333333333333,"AR1+Tr","1.1","High_noise"
"376",0.25,0.516666666666667,"AR1+Tr","1.1","High_noise"
"377",0.2,0.283333333333333,"AR1+Tr","1.1","High_noise"
"378",0.133333333333333,-0.0166666666666667,"AR1+Tr","1.1","High_noise"
"379",0.0666666666666667,0.533333333333333,"AR1+Tr","1.1","High_noise"
"380",-0.0166666666666667,0.1,"AR1+Tr","1.1","High_noise"
"381",-0.166666666666667,0.316666666666667,"AR1+Tr","1.1","High_noise"
"382",0.433333333333333,-0.0666666666666667,"AR1+Tr","1.1","High_noise"
"383",-0.0833333333333333,-0.15,"AR1+Tr","1.1","High_noise"
"384",0.0833333333333333,0.65,"AR1+Tr","1.1","High_noise"
"385",0.833333333333333,0.616666666666667,"AR1+Tr","1.1","High_noise"
"386",0.133333333333333,0.0833333333333333,"AR1+Tr","1.1","High_noise"
"387",0.0666666666666667,0.5,"AR1+Tr","1.1","High_noise"
"388",-0.0666666666666667,0.516666666666667,"AR1+Tr","1.1","High_noise"
"389",0.783333333333333,0.25,"AR1+Tr","1.1","High_noise"
"390",0.1,0.4,"AR1+Tr","1.1","High_noise"
"391",-0.133333333333333,0.3,"AR1+Tr","1.1","High_noise"
"392",0.616666666666667,0.0666666666666667,"AR1+Tr","1.1","High_noise"
"393",0.183333333333333,0.433333333333333,"AR1+Tr","1.1","High_noise"
"394",0.733333333333333,0.566666666666667,"AR1+Tr","1.1","High_noise"
"395",0.366666666666667,0.15,"AR1+Tr","1.1","High_noise"
"396",0.133333333333333,0.1,"AR1+Tr","1.1","High_noise"
"397",0.666666666666667,0.2,"AR1+Tr","1.1","High_noise"
"398",0.283333333333333,0.166666666666667,"AR1+Tr","1.1","High_noise"
"399",0.1,-0.0166666666666667,"AR1+Tr","1.1","High_noise"
"400",0.483333333333333,0.3,"AR1+Tr","1.1","High_noise"
"401",0.266666666666667,0.616666666666667,"SD+Tr","1.1","High_noise"
"402",0.666666666666667,0.0333333333333333,"SD+Tr","1.1","High_noise"
"403",0.2,0.466666666666667,"SD+Tr","1.1","High_noise"
"404",-0.333333333333333,-0.133333333333333,"SD+Tr","1.1","High_noise"
"405",0.883333333333333,0.8,"SD+Tr","1.1","High_noise"
"406",-0.116666666666667,0.466666666666667,"SD+Tr","1.1","High_noise"
"407",0.0666666666666667,0.683333333333333,"SD+Tr","1.1","High_noise"
"408",0.6,0.833333333333333,"SD+Tr","1.1","High_noise"
"409",0.55,0.416666666666667,"SD+Tr","1.1","High_noise"
"410",0.183333333333333,0.433333333333333,"SD+Tr","1.1","High_noise"
"411",0.8,-0.0833333333333333,"SD+Tr","1.1","High_noise"
"412",0.95,-0.0333333333333333,"SD+Tr","1.1","High_noise"
"413",-0.166666666666667,-0.0166666666666667,"SD+Tr","1.1","High_noise"
